problem_idx,problem_title,sample,success,retry_attempts,failed_stage,pnr_passed,drc_passed,sax_passed,gds_path,code
4,QPSK Modulator,1,False,2,parsing,False,False,False,,"<analysis>
We need to create an optical QPSK transmitter using:
  1. One splitter (MMI 1x2)
  2. Two phase biasers (ids: pb_i, pb_q)
  3. Two Mach-Zehnder Modulators (ids: mzm_i, mzm_q)
  4. One MMI2x1 Combiner (id: combiner)

Component arrangement:
  - Splitter at (0, 0)
  - Phase biasers at (100, 50) and (100, -50) - vertical separation 100.0 prevents collision
  - Mach-Zehnder Modulators at (250, 0) - horizontal separation 250.0 provides safe routing space

Port connections:
  - Splitter o2, o3 -> Phase shifter inputs
  - Phase shifter outputs -> Combiner o2, o1 (note reversed order after mirroring)
  - Combiner o2, o1 -> Mach-Zehnder Modulator inputs
  - Mach-Zehnder Modulator outputs -> Phase shifter outputs
  - Phase shifter outputs -> MMI2x1 Combiner inputs

Critical: Combiner needs mirror() called AFTER add_ref() to match port orientation.
</analysis>

<result>
import gdsfactory as gf

r = gf.Component()

splitter = r.add_ref(gf.components.mmi1x2())
splitter.move((0,0))

pb_i = r.add_ref(gf.components.straight_heater_metal(length=10))
pb_i.move((100, 50))

pb_q = r.add_ref(gf.components.straight_heater_metal(length=10))
pb_q.move((100, -50))

mzm_i = r.add_ref(gf.components.mzm(delta_length=10, length_y=2, length_x=200))
mzm_i.move((250, 0))

mzm_q = r.add_ref(gf.components.mzm(delta_length=10, length_y=2, length_x=200))
mzm_q.move((250, 0))

combiner = r.add_ref(gf.components.mmi2x1())
combiner.mirror()
combiner.move((250, 0))

gf.routing.route_bundle(
    r,
    [splitter.ports['o2'], splitter.ports['o3']],
    [pb_i.ports['o1'], pb_q.ports['o1']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [pb_i.ports['o2'], pb_q.ports['o2']],
    [mzm_i.ports['o2'], mzm_q.ports['o2']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [mzm_i.ports['o2'], mzm_q.ports['o2']],
    [combiner.ports['o2'], combiner.ports['o1']],
    cross_section='strip',
    radius=15,
    separation=15
)

r.add_port('o1', port=splitter.ports['o1'])
r.add_port('o2', port=combiner.ports['o3'])

r.draw_ports()
r.plot()
</result>"
4,QPSK Modulator,2,False,2,parsing,False,False,False,,"<analysis>
We need to create an optical QPSK transmitter using:
  1. Two Mach-Zehnder Modulators (ids: mzm_i, mzm_q)
  2. One MMI1x2 Splitter (id: splitter)
  3. One MMI2x1 Combiner (id: combiner)
  4. Two phase biasers (ids: pb_i, pb_q)

Component arrangement:
  - Splitter at (0, 0)
  - Phase shifters at (100, 50) and (100, -50) - vertical separation 100.0 prevents collision
  - Combiner at (250, 0) - horizontal separation 250.0 provides safe routing space
  - Phase biasers at (0, -50) and (0, 50) - horizontal separation 100.0 prevents collision

Port connections:
  - Splitter o2, o3 -> Phase shifter inputs
  - Phase shifter outputs -> Combiner o2, o1 (note reversed order after mirroring)
  - Combiner o2, o1 -> Phase biaser inputs
  - Phase biaser outputs -> QPSK transmitter outputs (o1, o2, o3, o4)

Critical: Combiner needs mirror() called AFTER add_ref() to match port orientation.
</analysis>

<result>
import gdsfactory as gf

r = gf.Component()

mmi_splitter = r.add_ref(gf.components.mmi1x2())
mmi_splitter.move((0,0))

mmi_combiner = r.add_ref(gf.components.mmi2x1())
mmi_combiner.mirror()
mmi_combiner.move((250, 0))

ps1 = r.add_ref(gf.components.straight_heater_metal(length=10))
ps1.0100, 50))

ps2 = r.add_ref(gf.components.straight_heater_metal(length=10))
ps2.0100, -50))

pb_i = r.add_ref(gf.components.straight_heater_metal(length=10))
pb_i.move((0, -50))

pb_q = r.add_ref(gf.components.straight_heater_metal(length=10))
pb_q.move((0, 50))

gf.routing.route_bundle(
    r,
    [mmi_splitter.ports['o2'], mmi_splitter.ports['o3']],
    [ps1.01'], ps2.01']],
    cross_section='strip',
    radius=15,
    separation=20
)

gf.routing.route_bundle(
    r,
    [ps1.02'], ps2.02']],
    [mmi_combiner.ports['o2'], mmi_combiner.ports['o1']],
    cross_section='strip',
    radius=15,
    separation=20
)

gf.routing.route_bundle(
    r,
    [ps1.02'], ps2.02']],
    [pb_i.ports['o1'], pb_q.ports['o1']],
    cross_section='strip',
    radius=15,
    separation=20
)

gf.routing.route_bundle(
    r,
    [pb_i.ports['o2'], pb_q.ports['o2']],
    [mmi_combiner.ports['o2'], mmi_combiner.ports['o1']],
    cross_section='strip',
    radius=15,
    separation=20
)

r.add_port('o1', port=ps1.01'])
r.add_port('o2', port=ps2.01'])
r.add_port('o3', port=pb_i.ports['o1'])
r.add_port('o4', port=pb_q.ports['o1'])

r.draw_ports()
r.plot()
</result>"
7,WDM Multiplexer,0,False,2,parsing,False,False,False,,"<analysis>
We need to create a WDM multiplexer circuit combining multiple wavelengths into one output. We'll use a splitter network to combine the inputs. The splitter network will consist of multiple MMI 1x2 splitters and couplers.

Component arrangement:
  - Splitter at (0, 0)
  - Phase shifters at (100, 50) and (100, -50) - vertical separation 100.0 prevents collision
  - Combiner at (250, 0) - horizontal separation 250.0 provides safe routing space

Port connections:
  - Splitter o2, o3 -> Phase shifter inputs
  - Phase shifter outputs -> Combiner o2, o1 (note reversed order after mirroring)

Critical: Combiner needs mirror() called AFTER add_ref() to match port orientation.

To achieve this, we will use the following components:
  - MMI 1x2 splitters (ids: splitter1…splitterK)
  - Phase shifters (ids: ps1…psN)
  - Couplers (ids: coupler1…couplerK)
  - Combiner (id: combiner)

We will also use the following settings:
  - Minimum spacing between components: 20.0
  - Route separation in route_bundle: 15.0
  - Bend radius: 15.0
</analysis>

<result>
import gdsfactory as gf

r = gf.Component()

# 1. Instantiate components with settings
splitter1 = r.add_ref(gf.components.mmi1x2())
splitter1.00,0))

splitter2 = r.add_ref(gf.components.mmi1x2())
splitter2.0100,0))

coupler1 = r.add_ref(gf.components.coupler())
coupler1.0100,50))

coupler2 = r.add_ref(gf.components.coupler())
coupler2.0100,-50))

ps1 = r.add_ref(gf.components.straight_heater_metal(length=10))
ps1.0100,50))

ps2 = r.add_ref(gf.components.straight_heater_metal(length=10))
ps2.0100,-50))

combiner = r.add_ref(gf.components.mmi2x1())
combiner.mirror()
combiner.move((250, 0))

gf.routing.route_bundle(
    r,
    [splitter1.02'], splitter1.03']],
    [ps1.01'], ps2.01']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [ps1.02'], ps2.02']],
    [coupler1.02'], coupler2.02']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [coupler1.02'], coupler2.02']],
    [combiner.ports['o2'], combiner.ports['o1']],
    cross_section='strip',
    radius=15,
    separation=15
)

r.add_port('o1', port=splitter1.01'])
r.add_port('o2', port=combiner.ports['o3'])

r.draw_ports()
r.plot()
</result>"
7,WDM Multiplexer,1,False,2,parsing,False,False,False,,"<analysis>
We need to create a WDM multiplexer circuit combining multiple wavelengths into one output. We'll use:
  1. Multiple inputs (MMI 1xN)
  2. Splitter network (MMI or couplers) (MMI 2x1)
  3. Single output (MMI 2x1, needs mirroring for correct orientation)

Component arrangement:
  - Splitter at (0, 0)
  - MMI coupler at (150, 0) - horizontal separation 150.0 provides safe routing space
  - Combiner at (300, 0) - horizontal separation 150.0 provides safe routing space

Port connections:
  - Splitter o2, o3 -> MMI coupler inputs
  - MMI coupler outputs -> Combiner o2, o1 (note reversed order after mirroring)

Critical: Combiner needs mirror() called AFTER add_ref() to match port orientation.
</analysis>

<result>
import gdsfactory as gf

r = gf.Component()

mmi_splitter = r.add_ref(gf.components.mmi1x2())
mmi_splitter.move((0,0))

mmi_coupler = r.add_ref(gf.components.mmi2x1())
mmi_coupler.mirror()
mmi_coupler.move((150, 0))

mmi_combiner = r.add_ref(gf.components.mmi2x1())
mmi_combiner.mirror()
mmi_combiner.move((300, 0))

gf.routing.route_bundle(
    r,
    [mmi_splitter.ports['o2'], mmi_splitter.ports['o3']],
    [mmi_coupler.ports['o2'], mmi_coupler.ports['o3']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [mmi_coupler.ports['o2'], mmi_coupler.ports['o2']],
    [mmi_combiner.ports['o2'], mmi_combiner.ports['o1']],
    cross_section='strip',
    radius=15,
    separation=15
)

r.add_port('o1', port=mmi_combiner.ports['o3'])

r.draw_ports()
r.plot()
</result>"
7,WDM Multiplexer,2,False,2,parsing,False,False,False,,"<analysis>
We need to create a WDM multiplexer circuit combining multiple wavelengths into one output. We will use:
  1. Multiple inputs (MMI 1xN)
  2. Splitter network (MMI or couplers) (MMI 2x1)
  3. Single output (MMI 2x1)

Component arrangement:
  - Splitter at (0, 0)
  - MMI combiner at (250, 0) - horizontal separation 250.0 provides safe routing space

Port connections:
  - Splitter o2, o3 -> MMI combiner inputs
  - MMI combiner outputs -> Single output (note reversed order)

Critical: MMI combiner needs mirror() called AFTER add_ref() to match port orientation.
</analysis>

<result>
import gdsfactory as gf

r = gf.Component()

mmi_splitter = r.add_ref(gf.components.mmi1x2())
mmi_splitter.move((0,0))

mmi_combiner = r.add_ref(gf.components.mmi2x1())
mmi_combiner.mirror()
mmi_combiner.move((250, 0))

gf.routing.route_bundle(
    r,
    [mmi_splitter.ports['o2'], mmi_splitter.ports['o3']],
    [mmi_combiner.ports['o2'], mmi_combiner.ports['o1']],
    cross_section='strip',
    radius=15,
    separation=20
)

r.add_port('o1', port=mmi_combiner.ports['o3'])

r.draw_ports()
r.plot()
</result>"
23,Ring Resonator Add-Drop Filter,0,False,2,parsing,False,False,False,,"<analysis>
We need to create a single add-drop microring resonator filter. We will use:
  1. One ring resonator (if available use gf.components.ring1(), otherwise use curved waveguides)
  2. Two directional couplers (ids: in_cpl, out_cpl)
  3. One splitter (MMI 1x2) and one combiner (MMI 2x1) to connect the couplers

Component arrangement:
  - Splitter at (0, 0)
  - Ring resonator at (100, 50) - vertical separation 100.0 prevents collision
  - Combiner at (250, 0) - horizontal separation 250.0 provides safe routing space
  - Couplers at (150, 0) and (150, -100) - horizontal separation 100.0 prevents collision

Port connections:
  - Splitter o2, o3 -> Ring resonator inputs
  - Ring resonator outputs -> Combiner o2, o1 (note reversed order after mirroring)
  - Combiner o2, o1 -> Couplers inputs
  - Couplers outputs -> Combiner o2, o1 (note reversed order after mirroring)

Critical: Combiner needs mirror() called AFTER add_ref() to match port orientation.
</analysis>

<result>
import gdsfactory as gf

r = gf.Component()

mmi_splitter = r.add_ref(gf.components.mmi1x2())
mmi_splitter.move((0,0))

ring_resonator = r.add_ref(gf.components.ring1())
ring_resonator.move((100, 50))

mmi_combiner = r.add_ref(gf.components.mmi2x1())
mmi_combiner.mirror()
mmi_combiner.move((250, 0))

in_cpl = r.add_ref(gf.components.coupler())
in_cpl.move((150, 0))

out_cpl = r.add_ref(gf.components.coupler())
out_cpl.move((150, -100))

gf.routing.route_bundle(
    r,
    [mmi_splitter.ports['o2'], mmi_splitter.ports['o3']],
    [ring_resonator.ports['o1'], ring_resonator.ports['o2']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [ring_resonator.ports['o2'], ring_resonator.ports['o2']],
    [in_cpl.ports['o1'], out_cpl.ports['o1']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [in_cpl.ports['o2'], out_cpl.ports['o2']],
    [mmi_combiner.ports['o2'], mmi_combiner.ports['o1']],
    cross_section='strip',
    radius=15,
    separation=15
)

r.add_port('o1', port=ring_resonator.ports['o1'])
r.add_port('o2', port=mmi_combiner.ports['o3'])

r.draw_ports()
r.plot()
</result>"
23,Ring Resonator Add-Drop Filter,1,False,2,parsing,False,False,False,,"<analysis>
We need to create a single add-drop microring resonator filter. Use:
  1. One ring resonator (if available use gf.components.ring_single(), otherwise use curved waveguides)
  2. Two directional couplers (ids: in_cpl, out_cpl)
  3. Tune coupling gap and ring radius to minimise insertion loss.

Component arrangement:
  - Ring resonator at (0, 0)
  - Couplers at (100, 50) and (100, -50) - vertical separation 100.0 prevents collision
  - All ports must be connected

Port connections:
  - Ring resonator ports -> Coupler inputs
  - Coupler outputs -> Ring resonator ports (note reversed order)

Critical: All ports MUST be connected (no dangling ports) and component spacing must be at least 20.0.
</analysis>

<result>
import gdsfactory as gf

r = gf.Component()

# 1. Instantiate ring resonator with settings
ring1 = r.add_ref(gf.components.ring_single(radius=5.0))
ring1.00,0))

# 2. Instantiate couplers with settings
in_cpl = r.add_ref(gf.components.coupler(gap=0.236, length=20.0, dy=4.0, dx=10.0, cross_section='strip', allow_min_radius_violation=False, bend='bend_s'))
in_cpl.move((100, 50))

out_cpl = r.add_ref(gf.components.coupler(gap=0.236, length=20.0, dy=4.0, dx=10.0, cross_section='strip', allow_min_radius_violation=False, bend='bend_s'))
out_cpl.move((100, -50))

# 3. Route connections
gf.routing.route_bundle(
    r,
    [ring1.01'], in_cpl.ports['o2'], out_cpl.ports['o1']],
    [in_cpl.ports['o1'], out_cpl.ports['o2']],
    cross_section='strip',
    radius=15,
    separation=20
)

# 4. Expose external ports
r.add_port('o1', port=ring1.01'])
r.add_port('o2', port=in_cpl.ports['o2'])
r.add_port('o3', port=out_cpl.ports['o2'])

# 5. Finalize
r.draw_ports()
r.plot()
</result>"
23,Ring Resonator Add-Drop Filter,2,False,2,parsing,False,False,False,,"<analysis>
We need to create a single add-drop microring resonator filter. We will use:
  1. One ring resonator (if available use gf.components.ring_single(), otherwise use curved waveguides)
  2. Two directional couplers (ids: in_cpl, out_cpl)
  3. One splitter (MMI 1x2) and one combiner (MMI 2x1) for port connections

Component arrangement:
  - Ring resonator at (0, 0)
  - Splitter at (0, -100) - horizontal separation 100.0 provides safe routing space
  - Combiner at (100, 0) - horizontal separation 100.0 provides safe routing space
  - Couplers at (0, -150) and (100, 0) - vertical separation 150.0 prevents collision

Port connections:
  - Ring resonator inputs -> Splitter o2, o3
  - Splitter outputs -> Coupler inputs
  - Coupler outputs -> Combiner inputs
  - Combiner outputs -> Ring resonator outputs
  - Combiner outputs -> Splitter o1 (note reversed order after mirroring)

Critical: Combiner needs mirror() called AFTER add_ref() to match port orientation.
</analysis>

<result>
import gdsfactory as gf

r = gf.Component()

# 1. Instantiate components with settings
ring_resonator = r.add_ref(gf.components.ring_single())
ring_resonator.move((0,0))

mmi_splitter = r.add_ref(gf.components.mmi1x2())
mmi_splitter.move((0,-100))

mmi_combiner = r.add_ref(gf.components.mmi2x1())
mmi_combiner.mirror()
mmi_combiner.move((100,0))

in_cpl = r.add_ref(gf.components.coupler())
in_cpl.move((0,-150))

out_cpl = r.add_ref(gf.components.coupler())
out_cpl.move((100,0))

gf.routing.route_bundle(
    r,
    [ring_resonator.ports['o1'], ring_resonator.ports['o2']],
    [mmi_splitter.ports['o2'], in_cpl.ports['o1']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [in_cpl.ports['o2'], out_cpl.ports['o2']],
    [mmi_combiner.ports['o2'], mmi_combiner.ports['o1']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [out_cpl.ports['o2'], ring_resonator.ports['o2']],
    [mmi_combiner.ports['o3'], mmi_splitter.ports['o1']],
    cross_section='strip',
    radius=15,
    separation=15
)

r.add_port('o1', port=mmi_splitter.ports['o1'])
r.add_port('o2', port=mmi_combiner.ports['o3'])

r.draw_ports()
r.plot()
</result>"
5,8-QAM Modulator,0,False,2,parsing,False,False,False,,"<analysis>
We need to create an optical 8-QAM transmitter using:
  1. Three Mach-Zehnder Modulators (ids: mzm_bit1, mzm_bit2, mzm_bit3)
  2. Two MMI1x2 Splitters (ids: splitter1, splitter2)
  3. Two MMI2x1 Combiners (ids: combiner1, combiner2)

Component arrangement:
  - Three MZMs vertically parallel with 100.0 spacing (use as float: 100.0)
  - Two MMI1x2 Splitters at (0, 0) and (200, 0) - horizontal separation 200.0 prevents collision
  - Two MMI2x1 Combiners at (300, 0) and (400, 0) - horizontal separation 100.0 provides safe routing space

Port connections:
  - MZM outputs -> Splitter inputs
  - Splitter outputs -> Combiner inputs
  - Combiner outputs -> MZM inputs (note reversed order after mirroring)

Critical: All ports MUST be connected (no dangling ports), and MZMs need mirroring for correct orientation.
</analysis>

<result>
import gdsfactory as gf

r = gf.Component()

mzm_bit1 = r.add_ref(gf.components.mzm(delta_length=10.0, length_y=2.0, length_x=100.0))
mzm_bit1.0)
mzm_bit1.00, 0))

mzm_bit2 = r.add_ref(gf.components.mzm(delta_length=10.0, length_y=2.0, length_x=100.0))
mzm_bit2.0)
mzm_bit2.0200, 0))

mzm_bit3 = r.add_ref(gf.components.mzm(delta_length=10.0, length_y=2.0, length_x=100.0))
mzm_bit3.0)
mzm_bit3.0300, 0))

mmi_splitter1 = r.add_ref(gf.components.mmi1x2())
mmi_splitter1.00, 0))

mmi_splitter2 = r.add_ref(gf.components.mmi1x2())
mmi_splitter2.0200, 0))

mmi_combiner1 = r.add_ref(gf.components.mmi2x1())
mmi_combiner1.0)
mmi_combiner1.0300, 0))

mmi_combiner2 = r.add_ref(gf.components.mmi2x1())
mmi_combiner2.0)
mmi_combiner2.0400, 0))

ps1 = r.add_ref(gf.components.straight_heater_metal(length=10))
ps1.0100, 50))

ps2 = r.add_ref(gf.components.straight_heater_metal(length=10))
ps2.0100, -50))

ps3 = r.add_ref(gf.components.straight_heater_metal(length=10))
ps3.0100, 0))

gf.routing.route_bundle(
    r,
    [mzm_bit1.02'], mzm_bit2.02'], mzm_bit3.02']],
    [mmi_splitter1.02'], mmi_splitter2.02']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [mmi_splitter1.03'], mmi_splitter2.03']],
    [ps1.01'], ps2.01'], ps3.01']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [ps1.02'], ps2.02'], ps3.02']],
    [mmi_combiner1.02'], mmi_combiner2.02']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [mmi_combiner1.01'], mmi_combiner2.01']],
    [ps1.02'], ps2.02'], ps3.02']],
    cross_section='strip',
    radius=15,
    separation=15
)

r.add_port('o1', port=mmi_splitter1.01'])
r.add_port('o2', port=mmi_combiner1.03'])
r.add_port('o3', port=mmi_combiner2.01'])

r.draw_ports()
r.plot()
</result>"
5,8-QAM Modulator,1,False,2,parsing,False,False,False,,"<analysis>
We need to create an optical 8-QAM transmitter using:
  1. Three Mach-Zehnder Modulators (ids: mzm_bit1, mzm_bit2, mzm_bit3)
  2. Two MMI1x2 Splitters (ids: splitter1, splitter2)
  3. Two MMI2x1 Combiners (ids: combiner1, combiner2)

Component arrangement:
  - Three MZMs vertically parallel with 100.0 spacing (use as float: 100.0)
  - Two MMI1x2 Splitters at (0, 0) and (200, 0) - horizontal separation 200.0
  - Two MMI2x1 Combiners at (300, 0) and (400, 0) - horizontal separation 100.0

Port connections:
  - MZM inputs -> MMI1x2 outputs
  - MMI1x2 outputs -> MZM inputs
  - MMI2x1 outputs -> MZM inputs
  - MZM outputs -> MMI2x1 inputs

Critical: MZMs need mirroring for correct orientation.
</analysis>

<result>
import gdsfactory as gf

r = gf.Component()

mzm_bit1 = r.add_ref(gf.components.mzm(delta_length=10.0, length_y=2.0, length_x=100.0))
mzm_bit1.0)
mzm_bit1.00, 0))

mzm_bit2 = r.add_ref(gf.components.mzm(delta_length=10.0, length_y=2.0, length_x=100.0))
mzm_bit2.0)
mzm_bit2.0200, 0))

mzm_bit3 = r.add_ref(gf.components.mzm(delta_length=10.0, length_y=2.0, length_x=100.0))
mzm_bit3.0)
mzm_bit3.0300, 0))

mmi_splitter1 = r.add_ref(gf.components.mmi1x2())
mmi_splitter1.00, 0))

mmi_splitter2 = r.add_ref(gf.components.mmi1x2())
mmi_splitter2.0200, 0))

mmi_combiner1 = r.add_ref(gf.components.mmi2x1())
mmi_combiner1.0)
mmi_combiner1.0300, 0))

mmi_combiner2 = r.add_ref(gf.components.mmi2x1())
mmi_combiner2.0)
mmi_combiner2.0400, 0))

ps1 = r.add_ref(gf.components.straight_heater_metal(length=10))
ps1.050, 0))

ps2 = r.add_ref(gf.components.straight_heater_metal(length=10))
ps2.050, 0))

ps3 = r.add_ref(gf.components.straight_heater_metal(length=10))
ps3.0150, 0))

ps4 = r.add_ref(gf.components.straight_heater_metal(length=10))
ps4.0150, 0))

gf.routing.route_bundle(
    r,
    [mmi_splitter1.02'], mmi_splitter1.03']],
    [ps1.01'], ps2.01']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [ps1.02'], ps2.02']],
    [mmi_combiner1.02'], mmi_combiner1.01']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [ps2.02'], ps3.02']],
    [mmi_combiner2.02'], mmi_combiner2.01']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [ps3.02'], ps4.02']],
    [mmi_combiner1.02'], mmi_combiner1.01']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [ps4.02'], ps1.02']],
    [mmi_splitter2.02'], mmi_splitter2.03']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [ps1.02'], ps2.02']],
    [mmi_combiner2.02'], mmi_combiner2.01']],
    cross_section='strip',
    radius=15,
    separation=15
)

r.add_port('o1', port=mmi_splitter1.01'])
r.add_port('o2', port=mmi_combiner1.02'])
r.add_port('o3', port=mmi_combiner2.02'])
r.add_port('o4', port=mmi_splitter2.03'])

r.draw_ports()
r.plot()
</result>"
5,8-QAM Modulator,2,False,2,parsing,False,False,False,,"<analysis>
We need to create an optical 8-QAM transmitter using:
  1. Three Mach-Zehnder Modulators (ids: mzm_bit1, mzm_bit2, mzm_bit3)
  2. Two MMI1x2 Splitters (ids: splitter1, splitter2)
  3. Two MMI2x1 Combiners (ids: combiner1, combiner2)

Component arrangement:
  - Three MZMs vertically parallel with 100.0 spacing (use as float: 100.0)
  - Two MMI1x2 Splitters at (0, 0) and (200, 0)
  - Two MMI2x1 Combiners at (300, 0) and (400, 0)

Port connections:
  - MZM inputs -> MMI1x2 outputs
  - MMI1x2 outputs -> MZM outputs
  - MZM outputs -> MMI2x1 inputs
  - MMI2x1 outputs -> MMI1x2 inputs (note reversed order after mirroring)

Critical: All ports MUST be connected (no dangling ports)
</analysis>

<result>
import gdsfactory as gf

r = gf.Component()

mmi_splitter1 = r.add_ref(gf.components.mmi1x2())
mmi_splitter1.00,0))

mmi_splitter2 = r.add_ref(gf.components.mmi1x2())
mmi_splitter2.0200,0))

mzm_bit1 = r.add_ref(gf.components.mzm(delta_length=100.0))
mzm_bit1.0100,0))

mzm_bit2 = r.add_ref(gf.components.mzm(delta_length=100.0))
mzm_bit2.0100,-100))

mzm_bit3 = r.add_ref(gf.components.mzm(delta_length=100.0))
mzm_bit3.0100,-200))

mmi_combiner1 = r.add_ref(gf.components.mmi2x1())
mmi_combiner1.0)
mmi_combiner1.0300,0))

mmi_combiner2 = r.add_ref(gf.components.mmi2x1())
mmi_combiner2.0)
mmi_combiner2.0400,0))

gf.routing.route_bundle(
    r,
    [mmi_splitter1.02'], mmi_splitter1.03']],
    [mzm_bit1.01'], mzm_bit2.01']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [mzm_bit1.02'], mzm_bit2.02']],
    [mmi_combiner1.02'], mmi_combiner1.01']],
    cross_section='strip',
    radius=15,
    separation=15
)

gf.routing.route_bundle(
    r,
    [mzm_bit2.02'], mzm_bit3.02']],
    [mmi_combiner2.02'], mmi_combiner2.01']],
    cross_section='strip',
    radius=15,
    separation=15
)

r.add_port('o1', port=mmi_splitter1.01'])
r.add_port('o2', port=mmi_splitter2.02'])
r.add_port('o3', port=mmi_combiner1.01'])
r.add_port('o4', port=mmi_combiner2.02'])

r.draw_ports()
r.plot()
</result>"
